,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,years_of_experience,job_category
6403,2024,Mid level,Full time,Data Engineer,93500,US,On Site,US,Medium,3,Data Engineering
6404,2024,Mid level,Full time,Data Scientist,75000,US,On Site,US,Medium,3,Data Science
6405,2024,Mid level,Full time,Data Scientist,70000,US,On Site,US,Medium,2,Data Science
6406,2024,Senior,Full time,Data Scientist,206000,US,On Site,US,Medium,9,Data Science
6407,2024,Senior,Full time,Data Scientist,106605,US,On Site,US,Medium,5,Data Science
6408,2024,Entry level,Full time,Data Integration Engineer,135000,US,Full Remote,US,Medium,1,Data Engineering
6409,2024,Entry level,Full time,Data Integration Engineer,115000,US,Full Remote,US,Medium,1,Data Engineering
6410,2024,Mid level,Full time,Data Scientist,61105,GB,On Site,GB,Medium,3,Data Science
6411,2024,Mid level,Full time,Data Scientist,53133,GB,On Site,GB,Medium,3,Data Science
6412,2024,Senior,Full time,Data Lead,88973,US,On Site,US,Medium,8,Other
6413,2024,Senior,Full time,Data Lead,76075,US,On Site,US,Medium,6,Other
6414,2024,Senior,Full time,Data Scientist,156000,US,On Site,US,Medium,7,Data Science
6415,2024,Senior,Full time,Data Scientist,95105,US,On Site,US,Medium,9,Data Science
6416,2024,Mid level,Full time,Data Specialist,94415,US,On Site,US,Medium,3,Other
6417,2024,Mid level,Full time,Data Specialist,69785,US,On Site,US,Medium,2,Other
6418,2024,Mid level,Full time,Data Engineer,140000,US,On Site,US,Medium,2,Data Engineering
6419,2024,Mid level,Full time,Data Engineer,65000,US,On Site,US,Medium,3,Data Engineering
6420,2024,Entry level,Full time,Machine Learning Engineer,162240,US,On Site,US,Medium,1,Machine Learning
6421,2024,Entry level,Full time,Machine Learning Engineer,47840,US,On Site,US,Medium,1,Machine Learning
6422,2024,Entry level,Full time,Applied Scientist,166000,US,Full Remote,US,Medium,1,Data Science
6423,2024,Entry level,Full time,Applied Scientist,104000,US,Full Remote,US,Medium,1,Data Science
6424,2024,Mid level,Full time,Research Scientist,184800,US,On Site,US,Medium,3,Data Science
6425,2024,Mid level,Full time,Research Scientist,107100,US,On Site,US,Medium,2,Data Science
6426,2024,Senior,Full time,Research Scientist,247250,US,On Site,US,Medium,8,Data Science
6427,2024,Senior,Full time,Research Scientist,100000,US,On Site,US,Medium,5,Data Science
6428,2024,Mid level,Full time,Data Specialist,95000,US,Full Remote,US,Medium,3,Other
6429,2024,Mid level,Full time,Data Specialist,75000,US,Full Remote,US,Medium,2,Other
6430,2024,Mid level,Full time,Data Scientist,120000,US,Full Remote,US,Medium,3,Data Science
6431,2024,Mid level,Full time,Data Scientist,80000,US,Full Remote,US,Medium,2,Data Science
6432,2024,Mid level,Full time,Data Scientist,171240,US,On Site,US,Medium,2,Data Science
6433,2024,Mid level,Full time,Data Scientist,81960,US,On Site,US,Medium,2,Data Science
6434,2024,Executive level,Full time,Data Scientist,160000,US,On Site,US,Medium,13,Data Science
6435,2024,Executive level,Full time,Data Scientist,100000,US,On Site,US,Medium,13,Data Science
6436,2024,Senior,Full time,Research Engineer,150000,US,On Site,US,Medium,8,Other
6437,2024,Senior,Full time,Research Engineer,80000,US,On Site,US,Medium,9,Other
6438,2024,Senior,Full time,Machine Learning Engineer,212800,US,Full Remote,US,Medium,5,Machine Learning
6439,2024,Senior,Full time,Machine Learning Engineer,177300,US,Full Remote,US,Medium,5,Machine Learning
6440,2024,Senior,Full time,Data Engineer,144000,US,On Site,US,Medium,5,Data Engineering
6441,2024,Senior,Full time,Data Engineer,113000,US,On Site,US,Medium,8,Data Engineering
6442,2024,Mid level,Full time,Data Scientist,120000,US,Full Remote,US,Medium,3,Data Science
6443,2024,Mid level,Full time,Data Scientist,80000,US,Full Remote,US,Medium,2,Data Science
6444,2024,Senior,Full time,Data Architect,246500,US,On Site,US,Medium,7,Data Architecture
6445,2024,Senior,Full time,Data Architect,168500,US,On Site,US,Medium,5,Data Architecture
6446,2024,Mid level,Full time,Data Scientist,140000,US,On Site,US,Medium,3,Data Science
6447,2024,Mid level,Full time,Data Scientist,125000,US,On Site,US,Medium,3,Data Science
6448,2024,Entry level,Full time,Data Analyst,93000,US,On Site,US,Medium,1,Other
6449,2024,Entry level,Full time,Data Analyst,65750,US,On Site,US,Medium,1,Other
6450,2024,Senior,Full time,Prompt Engineer,175000,US,On Site,US,Medium,9,Artificial_Intelligence
6451,2024,Senior,Full time,Prompt Engineer,140000,US,On Site,US,Medium,8,Artificial_Intelligence
6452,2024,Senior,Full time,Data Engineer,169200,US,On Site,US,Medium,5,Data Engineering
6453,2024,Senior,Full time,Data Engineer,130100,US,On Site,US,Medium,9,Data Engineering
6454,2024,Executive level,Full time,BI Developer,204500,US,On Site,US,Medium,11,Data Engineering
6455,2024,Executive level,Full time,BI Developer,130000,US,On Site,US,Medium,11,Data Engineering
6456,2024,Senior,Full time,Research Scientist,278700,US,On Site,US,Medium,9,Data Science
6457,2024,Senior,Full time,Research Scientist,159300,US,On Site,US,Medium,7,Data Science
6458,2024,Senior,Full time,Data Engineer,140000,US,On Site,US,Medium,7,Data Engineering
6459,2024,Senior,Full time,Data Engineer,95000,US,On Site,US,Medium,7,Data Engineering
6460,2024,Executive level,Full time,Data Engineer,219650,US,Full Remote,US,Medium,10,Data Engineering
6461,2024,Executive level,Full time,Data Engineer,136000,US,Full Remote,US,Medium,12,Data Engineering
6462,2024,Senior,Full time,Data Engineer,140000,US,Full Remote,US,Medium,5,Data Engineering
6463,2024,Senior,Full time,Data Engineer,90000,US,Full Remote,US,Medium,6,Data Engineering
6464,2024,Senior,Full time,Data Scientist,324000,US,Full Remote,US,Medium,9,Data Science
6465,2024,Senior,Full time,Data Scientist,220000,US,Full Remote,US,Medium,8,Data Science
6466,2024,Senior,Full time,Machine Learning Engineer,230000,US,Full Remote,US,Medium,7,Machine Learning
6467,2024,Senior,Full time,Machine Learning Engineer,175000,US,Full Remote,US,Medium,6,Machine Learning
6468,2024,Senior,Full time,Data Engineer,145360,US,Full Remote,US,Medium,7,Data Engineering
6469,2024,Senior,Full time,Data Engineer,107440,US,Full Remote,US,Medium,8,Data Engineering
6470,2024,Mid level,Full time,Data Scientist,179000,US,On Site,US,Medium,2,Data Science
6471,2024,Mid level,Full time,Data Scientist,106500,US,On Site,US,Medium,2,Data Science
6472,2024,Senior,Full time,Data Engineer,187000,US,On Site,US,Medium,5,Data Engineering
6473,2024,Senior,Full time,Data Engineer,143800,US,On Site,US,Medium,7,Data Engineering
6474,2024,Mid level,Full time,Machine Learning Engineer,133903,US,Full Remote,US,Medium,3,Machine Learning
6475,2024,Mid level,Full time,Machine Learning Engineer,96411,US,Full Remote,US,Medium,3,Machine Learning
6476,2024,Entry level,Full time,Data Analyst,93000,US,On Site,US,Medium,1,Other
6477,2024,Entry level,Full time,Data Analyst,65750,US,On Site,US,Medium,1,Other
6478,2024,Senior,Full time,Data Scientist,195000,US,On Site,US,Medium,5,Data Science
6479,2024,Senior,Full time,Data Scientist,165000,US,On Site,US,Medium,6,Data Science
6480,2024,Mid level,Full time,Data Analyst,81650,US,On Site,US,Medium,3,Other
6481,2024,Mid level,Full time,Data Analyst,51175,US,On Site,US,Medium,3,Other
6482,2024,Mid level,Full time,Data Engineer,210000,US,On Site,US,Medium,3,Data Engineering
6483,2024,Mid level,Full time,Data Engineer,140000,US,On Site,US,Medium,3,Data Engineering
6484,2024,Senior,Full time,Machine Learning Engineer,232000,US,Full Remote,US,Medium,7,Machine Learning
6485,2024,Senior,Full time,Machine Learning Engineer,208000,US,Full Remote,US,Medium,6,Machine Learning
6486,2023,Entry level,Full time,Admin & Data Analyst,50000,DE,On Site,DE,Medium,1,Other
6487,2024,Senior,Full time,Data Management Specialist,200400,US,On Site,US,Medium,6,Other
6488,2024,Senior,Full time,Data Management Specialist,116500,US,On Site,US,Medium,9,Other
6489,2024,Senior,Full time,Data Scientist,188500,US,On Site,US,Medium,7,Data Science
6490,2024,Senior,Full time,Data Scientist,165100,US,On Site,US,Medium,9,Data Science
6491,2024,Mid level,Full time,Data Product Manager,166363,US,On Site,US,Medium,3,Management
6492,2024,Mid level,Full time,Data Product Manager,103977,US,On Site,US,Medium,3,Management
6493,2024,Mid level,Full time,Data Engineer,128600,US,On Site,US,Medium,3,Data Engineering
6494,2024,Mid level,Full time,Data Engineer,100000,US,On Site,US,Medium,3,Data Engineering
6495,2024,Senior,Full time,Data Analyst,133650,US,Full Remote,US,Medium,8,Other
6496,2024,Senior,Full time,Data Analyst,68150,US,Full Remote,US,Medium,8,Other
6497,2024,Senior,Full time,Data Engineer,210000,US,On Site,US,Medium,7,Data Engineering
6498,2024,Senior,Full time,Data Engineer,181000,US,On Site,US,Medium,7,Data Engineering
6499,2024,Senior,Full time,Data Architect,257600,US,On Site,US,Medium,9,Data Architecture
6500,2024,Senior,Full time,Data Architect,224100,US,On Site,US,Medium,7,Data Architecture
6501,2024,Mid level,Full time,Data Scientist,144200,US,Full Remote,US,Medium,3,Data Science
6502,2024,Mid level,Full time,Data Scientist,72100,US,Full Remote,US,Medium,3,Data Science
6503,2024,Mid level,Full time,Data Scientist,229900,US,On Site,US,Medium,3,Data Science
6504,2024,Mid level,Full time,Data Scientist,201400,US,On Site,US,Medium,3,Data Science
6505,2024,Mid level,Full time,Data Scientist,212000,US,On Site,US,Medium,2,Data Science
6506,2024,Mid level,Full time,Data Scientist,93300,US,On Site,US,Medium,3,Data Science
6507,2024,Senior,Full time,Data Analyst,135000,US,On Site,US,Medium,6,Other
6508,2024,Senior,Full time,Data Analyst,90000,US,On Site,US,Medium,8,Other
6509,2024,Senior,Full time,Data Analyst,107000,US,On Site,US,Medium,5,Other
6510,2024,Senior,Full time,Data Analyst,68400,US,On Site,US,Medium,6,Other
6511,2024,Senior,Full time,Data Engineer,145000,US,On Site,US,Medium,9,Data Engineering
6512,2024,Senior,Full time,Data Engineer,95000,US,On Site,US,Medium,9,Data Engineering
6513,2024,Senior,Full time,Data Engineer,230000,US,On Site,US,Medium,5,Data Engineering
6514,2024,Senior,Full time,Data Engineer,200000,US,On Site,US,Medium,8,Data Engineering
6515,2024,Mid level,Full time,Machine Learning Engineer,280000,US,On Site,US,Medium,3,Machine Learning
6516,2024,Mid level,Full time,Machine Learning Engineer,230000,US,On Site,US,Medium,3,Machine Learning
6517,2024,Senior,Full time,Data Scientist,81250,US,On Site,US,Medium,9,Data Science
6518,2024,Senior,Full time,Data Scientist,68750,US,On Site,US,Medium,9,Data Science
6519,2024,Senior,Full time,Data Scientist,267900,US,On Site,US,Medium,5,Data Science
6520,2024,Senior,Full time,Data Scientist,234700,US,On Site,US,Medium,8,Data Science
6521,2024,Senior,Full time,Machine Learning Engineer,220000,US,On Site,US,Medium,5,Machine Learning
6522,2024,Senior,Full time,Machine Learning Engineer,170000,US,On Site,US,Medium,9,Machine Learning
6523,2024,Mid level,Full time,Data Manager,90500,US,On Site,US,Medium,2,Management
6524,2024,Mid level,Full time,Data Manager,49900,US,On Site,US,Medium,3,Management
6525,2024,Senior,Full time,Machine Learning Engineer,186153,CA,On Site,CA,Medium,5,Machine Learning
6526,2024,Senior,Full time,Machine Learning Engineer,165384,CA,On Site,CA,Medium,9,Machine Learning
6527,2024,Senior,Full time,Data Scientist,180000,US,On Site,US,Medium,6,Data Science
6528,2024,Senior,Full time,Data Scientist,162000,US,On Site,US,Medium,9,Data Science
6529,2024,Senior,Full time,Data Scientist,165000,US,On Site,US,Medium,5,Data Science
6530,2024,Senior,Full time,Data Scientist,71000,US,On Site,US,Medium,7,Data Science
6531,2024,Mid level,Full time,Research Engineer,280000,US,On Site,US,Medium,2,Other
6532,2024,Mid level,Full time,Research Engineer,230000,US,On Site,US,Medium,2,Other
6533,2024,Senior,Full time,Data Scientist,155000,US,On Site,US,Medium,6,Data Science
6534,2024,Senior,Full time,Data Scientist,139500,US,On Site,US,Medium,5,Data Science
6535,2024,Mid level,Full time,Machine Learning Engineer,166666,DE,On Site,DE,Medium,2,Machine Learning
6536,2024,Mid level,Full time,Machine Learning Engineer,133333,DE,On Site,DE,Medium,3,Machine Learning
6537,2024,Mid level,Full time,Data Analytics Consultant,94625,US,Full Remote,US,Medium,3,Other
6538,2024,Mid level,Full time,Data Analytics Consultant,57500,US,Full Remote,US,Medium,3,Other
6539,2024,Mid level,Full time,Data Analyst,107755,US,Full Remote,US,Medium,3,Other
6540,2024,Mid level,Full time,Data Analyst,79645,US,Full Remote,US,Medium,2,Other
6541,2024,Senior,Full time,Machine Learning Engineer,195500,US,On Site,US,Medium,7,Machine Learning
6542,2024,Senior,Full time,Machine Learning Engineer,132600,US,On Site,US,Medium,6,Machine Learning
6543,2024,Mid level,Full time,Data Engineer,167000,US,On Site,US,Medium,2,Data Engineering
6544,2024,Mid level,Full time,Data Engineer,121000,US,On Site,US,Medium,3,Data Engineering
6545,2024,Senior,Full time,Data Architect,195000,US,On Site,US,Medium,8,Data Architecture
6546,2024,Senior,Full time,Data Architect,64200,US,On Site,US,Medium,6,Data Architecture
6547,2024,Senior,Full time,Data Scientist,185400,US,Full Remote,US,Medium,7,Data Science
6548,2024,Senior,Full time,Data Scientist,92700,US,Full Remote,US,Medium,5,Data Science
6549,2024,Senior,Full time,Research Scientist,195500,US,Full Remote,US,Medium,6,Data Science
6550,2024,Senior,Full time,Research Scientist,141300,US,Full Remote,US,Medium,7,Data Science
6551,2024,Senior,Full time,Data Scientist,110000,US,On Site,US,Medium,6,Data Science
6552,2024,Senior,Full time,Data Scientist,70000,US,On Site,US,Medium,6,Data Science
6553,2024,Mid level,Full time,Applied Scientist,222200,US,On Site,US,Large,2,Data Science
6554,2024,Mid level,Full time,Applied Scientist,136000,US,On Site,US,Large,3,Data Science
6555,2024,Senior,Full time,Data Analyst,750000,US,On Site,US,Medium,5,Other
6556,2024,Senior,Full time,Data Analyst,150000,US,On Site,US,Medium,5,Other
6557,2024,Senior,Full time,Data Scientist,220800,US,On Site,US,Medium,7,Data Science
6558,2024,Senior,Full time,Data Scientist,124800,US,On Site,US,Medium,6,Data Science
6559,2024,Senior,Full time,Data Scientist,234000,US,On Site,US,Medium,7,Data Science
6560,2024,Senior,Full time,Data Scientist,146000,US,On Site,US,Medium,8,Data Science
6561,2024,Senior,Full time,Machine Learning Engineer,254400,US,On Site,US,Medium,7,Machine Learning
6562,2024,Senior,Full time,Machine Learning Engineer,151600,US,On Site,US,Medium,6,Machine Learning
6563,2024,Senior,Full time,Data Scientist,101763,CA,On Site,CA,Medium,9,Data Science
6564,2024,Senior,Full time,Data Scientist,81410,CA,On Site,CA,Medium,9,Data Science
6565,2024,Senior,Full time,Machine Learning Engineer,304750,US,On Site,US,Medium,8,Machine Learning
6566,2024,Senior,Full time,Machine Learning Engineer,160000,US,On Site,US,Medium,6,Machine Learning
6567,2024,Mid level,Full time,Research Scientist,96200,US,Full Remote,US,Medium,2,Data Science
6568,2024,Mid level,Full time,Research Scientist,69800,US,Full Remote,US,Medium,3,Data Science
6569,2024,Mid level,Full time,Data Scientist,179000,US,On Site,US,Medium,2,Data Science
6570,2024,Mid level,Full time,Data Scientist,112000,US,On Site,US,Medium,3,Data Science
6571,2024,Senior,Full time,Research Engineer,67993,ZA,On Site,ZA,Medium,5,Other
6572,2024,Senior,Full time,Research Engineer,56981,ZA,On Site,ZA,Medium,5,Other
6573,2024,Senior,Full time,Data Architect,190196,US,On Site,US,Medium,6,Data Architecture
6574,2024,Senior,Full time,Data Architect,155615,US,On Site,US,Medium,8,Data Architecture
6575,2024,Senior,Full time,Data Manager,131200,US,Full Remote,US,Medium,8,Management
6576,2024,Senior,Full time,Data Manager,95300,US,Full Remote,US,Medium,6,Management
6577,2024,Senior,Full time,Data Engineer,190196,US,On Site,US,Medium,7,Data Engineering
6578,2024,Senior,Full time,Data Engineer,155615,US,On Site,US,Medium,8,Data Engineering
6579,2024,Entry level,Full time,Data Engineer,158100,US,On Site,US,Medium,1,Data Engineering
6580,2024,Entry level,Full time,Data Engineer,138500,US,On Site,US,Medium,1,Data Engineering
6581,2024,Senior,Full time,Machine Learning Engineer,418000,US,Full Remote,US,Medium,7,Machine Learning
6582,2024,Senior,Full time,Machine Learning Engineer,141000,US,Full Remote,US,Medium,9,Machine Learning
6583,2024,Senior,Full time,Research Engineer,67993,ZA,On Site,ZA,Medium,5,Other
6584,2024,Senior,Full time,Research Engineer,56981,ZA,On Site,ZA,Medium,7,Other
6585,2024,Senior,Full time,Machine Learning Engineer,189000,US,On Site,US,Medium,8,Machine Learning
6586,2024,Senior,Full time,Machine Learning Engineer,145400,US,On Site,US,Medium,9,Machine Learning
6587,2024,Senior,Full time,Data Engineer,175000,US,On Site,US,Medium,7,Data Engineering
6588,2024,Senior,Full time,Data Engineer,150000,US,On Site,US,Medium,6,Data Engineering
6589,2024,Senior,Full time,Analytics Engineer,147000,US,Full Remote,US,Medium,9,Data Engineering
6590,2024,Senior,Full time,Analytics Engineer,92000,US,Full Remote,US,Medium,6,Data Engineering
6591,2024,Mid level,Full time,Data Engineer,154000,US,On Site,US,Medium,3,Data Engineering
6592,2024,Mid level,Full time,Data Engineer,102000,US,On Site,US,Medium,2,Data Engineering
6593,2024,Mid level,Full time,Data Scientist,158500,US,On Site,US,Medium,3,Data Science
6594,2024,Mid level,Full time,Data Scientist,105646,US,On Site,US,Medium,2,Data Science
6595,2024,Senior,Full time,Data Scientist,155000,US,On Site,US,Medium,9,Data Science
6596,2024,Senior,Full time,Data Scientist,139000,US,On Site,US,Medium,7,Data Science
6597,2024,Mid level,Full time,Data Manager,34973,ZA,On Site,ZA,Medium,3,Management
6598,2024,Mid level,Full time,Data Manager,32177,ZA,On Site,ZA,Medium,2,Management
6599,2024,Senior,Full time,Machine Learning Engineer,251000,US,On Site,US,Medium,6,Machine Learning
6600,2024,Senior,Full time,Machine Learning Engineer,157000,US,On Site,US,Medium,6,Machine Learning
6601,2024,Senior,Full time,Machine Learning Engineer,300000,US,On Site,US,Medium,9,Machine Learning
6602,2024,Senior,Full time,Machine Learning Engineer,235000,US,On Site,US,Medium,7,Machine Learning
6603,2024,Senior,Full time,Data Engineer,100000,US,On Site,US,Medium,7,Data Engineering
6604,2024,Senior,Full time,Data Engineer,81500,US,On Site,US,Medium,9,Data Engineering
6605,2024,Senior,Full time,Research Scientist,240000,US,On Site,US,Medium,5,Data Science
6606,2024,Senior,Full time,Research Scientist,200000,US,On Site,US,Medium,9,Data Science
6607,2024,Mid level,Full time,Applied Scientist,222200,US,On Site,US,Large,2,Data Science
6608,2024,Mid level,Full time,Applied Scientist,136000,US,On Site,US,Large,2,Data Science
6609,2024,Senior,Full time,Machine Learning Engineer,240000,US,On Site,US,Medium,8,Machine Learning
6610,2024,Senior,Full time,Machine Learning Engineer,200000,US,On Site,US,Medium,5,Machine Learning
6611,2024,Entry level,Full time,Data Analyst,95000,US,Full Remote,US,Medium,1,Other
6612,2024,Entry level,Full time,Data Analyst,75000,US,Full Remote,US,Medium,1,Other
6613,2024,Mid level,Full time,Data Scientist,170200,US,On Site,US,Medium,2,Data Science
6614,2024,Mid level,Full time,Data Scientist,68400,US,On Site,US,Medium,2,Data Science
6615,2024,Mid level,Full time,Data Engineer,210100,US,On Site,US,Medium,2,Data Engineering
6616,2024,Mid level,Full time,Data Engineer,210100,US,On Site,US,Medium,3,Data Engineering
6617,2024,Senior,Full time,Data Architect,164000,US,On Site,US,Medium,6,Data Architecture
6618,2024,Senior,Full time,Data Architect,117000,US,On Site,US,Medium,9,Data Architecture
6619,2024,Mid level,Full time,Data Engineer,175000,US,On Site,US,Medium,2,Data Engineering
6620,2024,Mid level,Full time,Data Engineer,152000,US,On Site,US,Medium,3,Data Engineering
6621,2024,Mid level,Full time,Business Intelligence Engineer,186846,US,On Site,US,Medium,2,Other
6622,2024,Mid level,Full time,Business Intelligence Engineer,186846,US,On Site,US,Medium,3,Other
6623,2024,Mid level,Full time,Data Engineer,153000,US,On Site,US,Medium,2,Data Engineering
6624,2024,Mid level,Full time,Data Engineer,106800,US,On Site,US,Medium,2,Data Engineering
6625,2024,Mid level,Full time,Machine Learning Engineer,80000,AU,Half Remote,AU,Large,3,Machine Learning
6626,2024,Senior,Full time,Data Scientist,110000,UA,On Site,UA,Medium,7,Data Science
6627,2024,Senior,Full time,Data Scientist,60000,UA,On Site,UA,Medium,8,Data Science
6628,2024,Entry level,Full time,Data Analyst,86600,US,On Site,US,Medium,1,Other
6629,2024,Entry level,Full time,Data Analyst,57700,US,On Site,US,Medium,1,Other
6630,2024,Senior,Full time,Data Analyst,134200,US,Full Remote,US,Medium,5,Other
6631,2024,Senior,Full time,Data Analyst,94800,US,Full Remote,US,Medium,7,Other
6632,2024,Senior,Full time,Analytics Engineer,329200,CA,Full Remote,CA,Medium,6,Data Engineering
6633,2024,Senior,Full time,Analytics Engineer,259900,CA,Full Remote,CA,Medium,7,Data Engineering
6634,2024,Senior,Full time,Applied Scientist,260000,US,On Site,US,Large,8,Data Science
6635,2024,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,8,Data Science
6636,2024,Mid level,Full time,Data Scientist,120800,US,On Site,US,Medium,3,Data Science
6637,2024,Mid level,Full time,Data Scientist,80500,US,On Site,US,Medium,2,Data Science
6638,2024,Entry level,Full time,Data Analyst,28750,GB,On Site,GB,Medium,1,Other
6639,2024,Entry level,Full time,Data Analyst,28750,GB,On Site,GB,Medium,1,Other
6640,2024,Senior,Full time,AI Engineer,200000,US,Full Remote,US,Medium,7,Artificial_Intelligence
6641,2024,Senior,Full time,AI Engineer,170000,US,Full Remote,US,Medium,8,Artificial_Intelligence
6642,2024,Mid level,Full time,Machine Learning Engineer,210100,US,On Site,US,Medium,3,Machine Learning
6643,2024,Mid level,Full time,Machine Learning Engineer,210100,US,On Site,US,Medium,3,Machine Learning
6644,2024,Senior,Full time,Machine Learning Engineer,255800,US,On Site,US,Medium,8,Machine Learning
6645,2024,Senior,Full time,Machine Learning Engineer,255800,US,On Site,US,Medium,5,Machine Learning
6646,2024,Mid level,Full time,Data Scientist,176000,US,On Site,US,Medium,2,Data Science
6647,2024,Mid level,Full time,Data Scientist,158000,US,On Site,US,Medium,2,Data Science
6648,2024,Senior,Full time,Machine Learning Engineer,296400,US,On Site,US,Medium,7,Machine Learning
6649,2024,Senior,Full time,Machine Learning Engineer,148594,US,On Site,US,Medium,5,Machine Learning
6650,2024,Senior,Full time,Business Intelligence Engineer,145000,US,On Site,US,Medium,6,Other
6651,2024,Senior,Full time,Business Intelligence Engineer,106500,US,On Site,US,Medium,5,Other
6652,2024,Executive level,Full time,Business Intelligence Engineer,120000,US,Full Remote,US,Medium,12,Other
6653,2024,Executive level,Full time,Business Intelligence Engineer,96000,US,Full Remote,US,Medium,11,Other
6654,2024,Senior,Full time,Data Architect,165000,US,Full Remote,US,Medium,7,Data Architecture
6655,2024,Senior,Full time,Data Architect,150000,US,Full Remote,US,Medium,8,Data Architecture
6656,2024,Entry level,Full time,Data Analyst,150000,US,Full Remote,US,Medium,1,Other
6657,2024,Entry level,Full time,Data Analyst,103000,US,Full Remote,US,Medium,1,Other
6658,2024,Senior,Full time,Data Product Manager,170000,US,On Site,US,Medium,7,Management
6659,2024,Senior,Full time,Data Product Manager,145000,US,On Site,US,Medium,8,Management
6660,2024,Senior,Full time,Machine Learning Engineer,195500,US,Full Remote,US,Medium,7,Machine Learning
6661,2024,Senior,Full time,Machine Learning Engineer,141300,US,Full Remote,US,Medium,8,Machine Learning
6662,2024,Senior,Full time,Machine Learning Engineer,255800,US,On Site,US,Medium,6,Machine Learning
6663,2024,Senior,Full time,Machine Learning Engineer,255800,US,On Site,US,Medium,5,Machine Learning
6664,2024,Mid level,Full time,Applied Scientist,222200,US,On Site,US,Large,3,Data Science
6665,2024,Mid level,Full time,Applied Scientist,136000,US,On Site,US,Large,2,Data Science
6666,2024,Mid level,Full time,Machine Learning Engineer,210100,US,On Site,US,Medium,3,Machine Learning
6667,2024,Mid level,Full time,Machine Learning Engineer,210100,US,On Site,US,Medium,2,Machine Learning
6668,2024,Mid level,Full time,Data Scientist,85000,US,On Site,US,Medium,2,Data Science
6669,2024,Mid level,Full time,Data Scientist,75000,US,On Site,US,Medium,2,Data Science
6670,2024,Mid level,Full time,Business Intelligence Manager,168000,US,Full Remote,US,Medium,2,Other
6671,2024,Mid level,Full time,Business Intelligence Manager,112000,US,Full Remote,US,Medium,2,Other
6672,2024,Mid level,Full time,Data Scientist,105000,US,On Site,US,Medium,2,Data Science
6673,2024,Mid level,Full time,Data Scientist,70000,US,On Site,US,Medium,2,Data Science
6674,2023,Senior,Full time,Data Analyst,110000,US,Full Remote,US,Large,5,Other
6675,2024,Mid level,Full time,Data Specialist,100000,US,On Site,US,Medium,3,Other
6676,2024,Mid level,Full time,Data Specialist,88000,US,On Site,US,Medium,3,Other
6677,2024,Senior,Full time,Machine Learning Engineer,215000,US,On Site,US,Medium,8,Machine Learning
6678,2024,Senior,Full time,Machine Learning Engineer,146900,US,On Site,US,Medium,8,Machine Learning
6679,2024,Senior,Full time,Data Scientist,237600,US,On Site,US,Medium,5,Data Science
6680,2024,Senior,Full time,Data Scientist,146900,US,On Site,US,Medium,5,Data Science
6681,2024,Mid level,Full time,Data Analyst,134500,US,On Site,US,Medium,2,Other
6682,2024,Mid level,Full time,Data Analyst,100000,US,On Site,US,Medium,3,Other
6683,2024,Senior,Full time,Data Engineer,188000,US,On Site,US,Medium,8,Data Engineering
6684,2024,Senior,Full time,Data Engineer,118000,US,On Site,US,Medium,5,Data Engineering
6685,2024,Senior,Full time,Machine Learning Scientist,210000,US,On Site,US,Medium,5,Other
6686,2024,Senior,Full time,Machine Learning Scientist,132000,US,On Site,US,Medium,6,Other
6687,2024,Mid level,Full time,Data Engineer,147000,US,On Site,US,Medium,2,Data Engineering
6688,2024,Mid level,Full time,Data Engineer,92000,US,On Site,US,Medium,3,Data Engineering
6689,2024,Mid level,Full time,Data Engineer,116000,US,On Site,US,Medium,2,Data Engineering
6690,2024,Mid level,Full time,Data Engineer,97800,US,On Site,US,Medium,2,Data Engineering
6691,2024,Mid level,Full time,Data Integration Specialist,60000,US,On Site,US,Medium,2,Data Engineering
6692,2024,Mid level,Full time,Data Integration Specialist,54000,US,On Site,US,Medium,2,Data Engineering
6693,2024,Senior,Full time,Data Architect,187500,US,On Site,US,Medium,9,Data Architecture
6694,2024,Senior,Full time,Data Architect,120000,US,On Site,US,Medium,5,Data Architecture
6695,2024,Senior,Full time,Business Intelligence Engineer,108500,US,Full Remote,US,Medium,8,Other
6696,2024,Senior,Full time,Business Intelligence Engineer,78800,US,Full Remote,US,Medium,6,Other
6697,2024,Mid level,Full time,Data Engineer,195200,US,On Site,US,Medium,3,Data Engineering
6698,2024,Mid level,Full time,Data Engineer,83900,US,On Site,US,Medium,3,Data Engineering
6699,2024,Mid level,Full time,Business Intelligence Engineer,89500,US,Full Remote,US,Medium,3,Other
6700,2024,Mid level,Full time,Business Intelligence Engineer,65000,US,Full Remote,US,Medium,2,Other
6701,2024,Entry level,Full time,Research Analyst,124000,US,On Site,US,Medium,1,Other
6702,2024,Entry level,Full time,Research Analyst,74000,US,On Site,US,Medium,1,Other
6703,2024,Entry level,Full time,Data Analytics Specialist,78800,MT,On Site,MT,Medium,1,Other
6704,2024,Entry level,Full time,Data Analytics Specialist,44100,MT,On Site,MT,Medium,1,Other
6705,2024,Mid level,Full time,Data Scientist,188500,US,On Site,US,Medium,3,Data Science
6706,2024,Mid level,Full time,Data Scientist,165100,US,On Site,US,Medium,3,Data Science
6707,2024,Senior,Full time,Data Scientist,206000,US,On Site,US,Medium,7,Data Science
6708,2024,Senior,Full time,Data Scientist,106605,US,On Site,US,Medium,5,Data Science
